oid	name
96953	Driscoll's Strawberry Associates, Inc.
96954	Maricopa Orchards
96955	Barbara R. Barkovich
96956	Ralph Cavanagh
96957	Michael B. Day
96958	William Kissinger
96959	Barbara O' Connor
96960	William Schulte
96961	California Communities United
96962	Tulelake Irrigation District [SPONSOR]
96963	NAIOP-Commercial Real Estate Development Association
96964	Redondo Beach Chamber of Commerce and Visitor Bureau
96965	Capital City Cruisers Car Club
96966	El Dorado Early Ford V8 Car Club
96967	San Francisco Council of Community Housing Organizations
96968	Activ3p Inc.
96969	American Federation of State, County, and
96970	California Affiliates of Susan G. Komen
96971	California Chapter of the American College of
96972	Emergency Physicians
96973	California Council of Community Mental Health
96974	National Association of Social Workers -
96975	California Chapter
96976	National Multiple Sclerosis Society - CA
96977	Action Network
96978	Occupational Therapy Association of
96979	Osteopathic Physicians and Surgeons of
96980	Planned Parenthood Affiliates of
96981	Susan G. Komen, Los Angeles County
96982	Susan G. Komen, Sacramento Valley
96983	Susan G. Komen, San Francisco Bay Area
96984	Ukiah Unified School District
96985	Women Give San Diego
96986	City of Highland
96987	City of Tiburon
96988	AFSCME Local 658
96989	Los Angeles Probation Officer's Union
96990	Genuine COA
96991	Shute, Mihaly and Weinberger
96992	California Association for Health, Physical Education, of ?
96993	Recreation and Dance
96994	Latino Coalition for a Health California
96995	National Council of Jewish Women, Los Angeles
96996	San Francisco Democratic Women in Action
96997	URGE: Unite for Reproductive and Gender Equity
96998	Kern County Hospital Authority
96999	Plumas District Hospital
97000	Sierra View Medical Center
97001	Community Child Care Council  of Alameda County
97002	Community Child Care Council of Sonoma County
97003	California Capital and Investment Group
97004	Manicube
97005	California Senior Legislature - Sponsor
97006	American Silver Alert Coalition
97007	Los Angeles Education Partnership
97008	Redwood City 2020
97009	City of Angels Camp
97010	City of La Mirada
97011	City of Moreno Valley
97012	NAIOP - Commercial Real Estate Development Association
97013	USANA Health Sciences
97014	American Youth Soccer Organization
97015	California Civil Rights Law Group
97016	California Conference for Equality and Justice
97017	Catholic Legal Immigration Network. Inc.
97018	Center for Gender & Refugee Studies
97019	Communities Organized for Relational Power in Action
97020	Esperanza Immigrant Rights Project
97021	Huckleberry Youth Programs
97022	International Institute of the Bay Area
97023	Larkin Street Legal Services for Prisoners with Children
97024	Sacramento Public Defender
97025	San Francisco Public Defender
97026	Santa Clara Public Defender
97027	UCI Law Clinic Immigrant Rights Clinic
97028	American Medical Society for Sports Medicine
97029	Kern Health Systems
97030	Fiona Ma, Chair, Board of Equalization
97031	Bear-Yuba Land Trust
97032	Former Legislator, Wesley Chesbro
97033	Alliance for Change
97034	Roots & Rebound
97035	Parents for Addiction Treatment and Healing
97036	A New Way of life
97037	Communities United for Restorative Justice
97038	One Private Citizen
97039	Golden State Bail Agents Association
97040	County of Inyo
97041	Click here to enter text.
97042	u California Public Employees' Retirement System
97043	California STEM Learning Network
97044	Asian Americans Advancing Justice, California
97045	Haywood Burns Institute
97046	Law Foundation of Silicone Valley
97047	National Lawyers Guild, San Francisco Bay Area Chapter
97048	Professional and Technical Engineers, Local 21
97049	Alliance of White Anti-Racists Everywhere - Los Angeles
97050	Bend the Arc Bay Area
97051	Center for Educational Excellence in Alternative Settings
97052	Citizens for Criminal Justice Reform
97053	Congregation Rodef Sholom
97054	Dignity in Schools Campaign
97055	Free America
97056	Free Indeed Reentry Project
97057	GSA Network
97058	Labor
97059	Manifest Works
97060	Multifaith Voices for Peace and Justice
97061	NAMI-California
97062	National Association of Black Social Workers
97063	National Association of Blacks in Criminal Justice
97064	Nollie Jenkins Family Center
97065	Resurrection Catholic Community
97066	Sacred Harmony
97067	Starting Over Inc.
97068	Temple Beth El, Aptos, California
97069	Temple Beth El, Riverside, California
97070	The Association of Black Psychologists
97071	W.I.N.T.E.R. Youth Build
97072	Wilks Law
97073	Community Strategy Center's Community Rights Campaign
97074	Black Organizing Project
97075	Equal Justice Society
97076	Los Angeles Deputy Probation Officers, AFSCME, Local 685
97077	Apple Valley Fire Protection District
97078	Bonita-Sunnyside Fire Protection District
97079	California Association of LAFCOs
97080	Covelo Fire Protection District
97081	Happy Valley Fire Protection District
97082	Hesperia Recreation & Park District
97083	Fresno County Fire Protection District
97084	Los Angeles County LAFCO
97085	Monterey County LAFCO
97086	Monterey County Regional Fire District
97087	Nevada County LAFCO
97088	North County Fire Protection District
97089	Orange County LAFCO
97090	Running Springs Water District
97091	Santa Cruz County LAFCO
97092	Saratoga Fire District
97093	Shasta Lake Fire Protection District
97094	Squaw Valley Public Service District
97095	Tuolumne Fire District
97096	California Association of Sanitation Districts
97097	West County Wastewater District
97098	Leucadia Wastewater District
97099	Victor Valley Wastewater Reclamation District
97100	Delta Diablo Water District
97101	Ross Valley Sanitary District
97102	Las Gallinas Valley Sanitary District
97103	American Civil Liberties Union of CA
97104	CA Conference of Machinists
97105	Engineers and Scientists of CA, IFPTE Local 20
97106	Page X
97107	u California Association for Health, Physical Education,
97108	Sacramento Regional Transit District [SPONSOR]
97109	Los Angeles County Bike Coalition
97110	Westchester Neighborhood Association
97111	California Association of Environmental Health Administrators
97112	California Sea Grant College Program
97113	California Wetfish Producers Association
97114	Food and Beverage Association of San Diego County
97115	San Diego County Food System Alliance
97116	San Diego Fishermen's Working Group
97117	San Diego Food System Alliance
97118	Slow Food Urban San Diego
97119	Independent Living Resource Center, Inc.
97120	High Desert Republican Women Federated
97121	Orange Chamber of Commerce
97122	Brennan Center for Justice
97123	Further The Work
97124	NAACP Legal Defense and Educational Fund, Inc.
97125	Pillars of the Community
97126	Project Vote
97127	Rock the Vote
97128	Rubicon Programs
97129	San Diego La Raza Lawyers Association
97130	Adaptive Business Leaders
97131	Merit Profiles
97132	Rehabilitation Associates Medical Group
97133	San Dimas HEROES
97134	Select Data
97135	California Concussion Institute
97136	San Mateo Union High School District
97137	Alliance for Rural Community Health
97138	Health Center Partners of Southern California
97139	Neighborhood Healthcare
97140	Sacramento Native American Health Center, Inc.
97141	South Central Family Health Center
97142	The Coalition of Orange County
97143	California Association of Competitive Telecommunications Companies
97144	State Building & Construction Trades Council
97145	American Academy of Pediatrics, California Chapter
97146	San Francisco Bay Area Rapid Transit
97147	Lemon Grove Historical Society
97148	Lemon Grove School District
97149	CompTIA
97150	CTIA- The Wireless Association
97151	State Privacy and Security Coalition, Inc.
97152	Asian Pacific Health Care Venture, Inc.
97153	East Valley Community Health Center, Inc.
97154	El Proyetco Del Barrio
97155	Peach Tree Health
97156	35 individuals
97157	BART Director, District 8
97158	Monterey County Vintners and Growers Association
97159	American Legion, Department of California, Chinatown Post 628
97160	Chinese American Military Support
97161	VFW, Department of California
97162	The California Association of Environmental Health Administrators
97163	The California Fire Chiefs Association
97164	American Association of University Women California
97165	Page J
97166	Rainbow Services
97167	Sacramento National Organization for Women
97168	The Organization of SMUD Employees
97169	Board of Equalization Member Fiona Ma
97170	Associated Builders and Contractors-San Diego Chapter
97171	L. & E.
97172	319-2091
97173	California Municipal Utilities Association, if amended
97174	Goleta Sanitary District
97175	Las Virgenes - Triunfo Joint Powers Authority
97176	Noble Americas Solutions LLC
97177	Northern California Power Agency, if amended
97178	Ross Valley Sanitary District No. 1
97179	Junior League of Monterey County
97180	Crystal Stairs, Inc.
97181	Public Counsel - co-sponsor
97182	Special Needs Network - co sponsor
97183	this time period.'
97184	PRIOR VOTES
97185	Support: Western Center on Law and Poverty
97186	California Alternative Payment Program
97187	California Disability Rights, Inc.
97188	California Public Health Association-North
97189	Carlsbad High School Parent-Teacher-Student Association
97190	Children's Healthcare Is a Legal Duty, Inc.
97191	County of Santa Cruz Democratic Party
97192	Foundation for Pediatric Health
97193	Los Angeles County Supervisor Sheila Kuehl
97194	MemorialCare Health System Physician Society
97195	National Coalition of 100 Black Women Sacramento Chapter
97196	Providence Health and Services Southern California
97197	San Dieguito Union High School District
97198	Santa Monica Malibu Union Unified School District
97199	Solano Beach School District
97200	Hundreds of individuals
97201	Los Angeles County Sanitations Districts
97202	City of Arcadia
97203	City of Hawthorne
97204	City of Palos Verdes Estates
97205	City of Whittier
97206	Gateway Cities Council of Governments
97207	League of California Cities, Los Angeles County Division
97208	SouthWest Water Systems
97209	Meals on Wheels and Senior Outreach Services
97210	City of Atwater City Council
97211	City of Ceres, Office of the Mayor
97212	City of Dos Palos, Office of the Mayor
97213	City of Gustine City Council
97214	City of Livingston, Office of the Mayor
97215	City of Los Banos, Office of the Mayor
97216	City of Merced, Office of the Mayor
97217	City of Modesto,  Office of the Mayor
97218	City of Patterson, Office of the Mayor
97219	City of Turlock, Office of the Mayor
97220	League of California Cities Central Valley Division
97221	Merced County Farm Bureau Board of Directors
97222	Stanislaus County Chapter of California Women for Agriculture
97223	Stevinson Water District
97224	Turlock Chamber of Commerce
97225	Yosemite Farm Credit Association
97226	5 Individuals
97227	Legislative Women's Caucus
97228	American Planning Association California Chapter
97229	u ARGUMENTS IN
97230	California Academy of Emergency Physicians
97231	Alexander Valley Union School District
97232	College School District
97233	Elk Hills School District
97234	Geyserville Unified School District
97235	Inyo County Superintendent of Schools
97236	Kenwood School District
97237	Maple School District
97238	McKittrick School District
97239	Mendocino Unified School District
97240	Monte Rio Union School District
97241	Pond Union Elementary School District
97242	Round Valley Joint Elementary School District
97243	Round Valley Parent Teacher Organization
97244	Round Valley School Step Foundation
97245	Semitropic Elementary School District
